Close,High,Low,Open,Volume,EMA_13,EMA_21,RSI,MACD,MACD_signal,ATR,day_sin,day_cos,month_sin,month_cos,Company_name
9.477275848388672,9.61483097076416,9.320070266723633,9.547456741333008,31930712,10.152086036023519,10.387045563837187,10.810820264166935,-0.3751702205930769,-0.27849372880739276,0.31160477229527067,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,TATASTEEL
9.395866394042969,9.510963439941406,9.320070266723633,9.362178802490234,20078367,10.044054658597727,10.296938366583166,10.42184919710995,-0.40472148510345995,-0.3037392800666062,0.31240688051496235,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,TATASTEEL
9.494119644165039,9.581144332885742,9.390251159667969,9.488505363464355,15288982,9.965492513678772,10.223954846363336,15.514990131777097,-0.4154241084553796,-0.3260762457443609,0.30719341550554546,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,TATASTEEL
9.117947578430176,9.53342056274414,8.983200073242188,9.41832447052002,16752158,9.844414665786115,10.123408731096685,13.111092070104291,-0.44908320483296293,-0.3506776375620813,0.32664360318865093,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,TATASTEEL
8.994428634643555,10.325065612792969,8.842838287353516,9.117947578430176,20708877,9.722988089908606,10.020774176873672,14.390222076391893,-0.48018989745555274,-0.3765800895407756,0.3900071552821568,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,TATASTEEL
8.800728797912598,9.014080047607422,8.744584083557129,8.983200073242188,15920383,9.591236762480605,9.909860960604485,14.496300448102971,-0.5145408271132652,-0.4041722370552735,0.3865983145577567,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,TATASTEEL
8.800728797912598,8.800728797912598,8.800728797912598,8.800728797912598,0,9.478307053256605,9.809030763996132,17.48146269211084,-0.5355902355104671,-0.43045583674631227,0.35230984006609234,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,TATASTEEL
9.202165603637695,9.263924598693848,8.705282211303711,8.705282211303711,32353724,9.438858274739617,9.753861203963547,32.58427013945851,-0.5139548959289453,-0.4471556485828389,0.3747677803039551,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,TATASTEEL
9.280769348144531,9.544650077819824,9.095490455627441,9.376214981079102,32019768,9.416274142368891,9.710852853434545,35.67902570451716,-0.4848767112713208,-0.45469986112053534,0.38178586959838867,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,TATASTEEL
9.373408317565918,9.713085174560547,9.249889373779297,9.320070266723633,34765337,9.410150453111324,9.680176077446488,31.447374714312474,-0.44917899397864147,-0.4535956876921566,0.3926138196672712,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,TATASTEEL
