Close,High,Low,Open,Volume,EMA_13,EMA_21,RSI,MACD,MACD_signal,ATR,day_sin,day_cos,month_sin,month_cos,Company_name
14.399999618530273,15.54285717010498,14.285714149475098,15.54285717010498,1049293,12.943485415569995,12.31954543984816,79.66101766831231,0.988556048485723,0.6527643556474327,0.9061226163591657,0.9749279121818236,-0.22252093395631434,0.5000000000000003,-0.8660254037844385,JSWSTEEL
14.628570556640625,14.971427917480469,14.399999618530273,14.857142448425293,574205,13.184211864294372,12.52945681410202,80.32786817968415,1.0413910239347057,0.7304896893048873,0.873469488961356,0.43388373911755823,-0.900968867902419,0.5000000000000003,-0.8660254037844385,JSWSTEEL
15.199999809265137,15.428570747375488,14.742856979370117,14.857142448425293,1040854,13.472181570718767,12.772233450025938,80.95238158311795,1.1165023436675217,0.8076922201774142,0.9061225482395717,-0.433883739117558,-0.9009688679024191,0.5000000000000003,-0.8660254037844385,JSWSTEEL
15.65714168548584,16.11428451538086,15.314285278320312,15.314285278320312,1371874,13.784318729971208,13.034497835067748,80.32786817968415,1.1990937285280179,0.8859725218475349,0.8979592323303223,-0.9749279121818236,-0.2225209339563146,0.5000000000000003,-0.8660254037844385,JSWSTEEL
16.11428451538086,16.799999237060547,15.771428108215332,15.885713577270508,1529006,14.11717098502973,13.31447844236894,81.53846094594194,1.2866044269883723,0.9660989028757025,0.9387756075177874,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,JSWSTEEL
15.65714168548584,16.571428298950195,15.428570747375488,16.457141876220703,894201,14.337166799380604,13.52744782810684,73.33333333333334,1.304037547021375,1.0336866317048372,0.8979593004499163,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,JSWSTEEL
16.0,16.22857093811035,15.65714168548584,16.0,810372,14.57471439946909,13.752225298278946,74.60317880808736,1.3301856684669193,1.0929864390572537,0.9061226163591657,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,JSWSTEEL
15.65714168548584,16.342857360839844,15.65714168548584,15.771428108215332,815897,14.729346868900056,13.925399515297753,72.30767354458128,1.3081627565502831,1.1360217025558597,0.9061226844787598,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,JSWSTEEL
15.65714168548584,16.11428451538086,15.54285717010498,15.65714168548584,473320,14.861888985555169,14.082830621678488,74.60315904500149,1.2760005007004942,1.1640174621847867,0.8979593685695103,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,JSWSTEEL
17.0285701751709,17.25714111328125,15.54285717010498,15.885713577270508,2252565,15.17141486978599,14.350625126541434,81.94443044011643,1.3456625387337926,1.200346477494588,0.9795918464660645,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,JSWSTEEL
15.771428108215332,17.714284896850586,15.54285717010498,17.371427536010742,3064916,15.257131046704467,14.479789033966334,67.56756177690512,1.284621035683836,1.2172013891324376,1.0448978969029017,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,JSWSTEEL
16.11428451538086,16.91428565979004,16.0,16.22857093811035,1080908,15.379581542229667,14.628379532276746,65.2173865720327,1.2495073089578028,1.2236625730975108,1.028571333203997,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,JSWSTEEL
16.457141876220703,16.91428565979004,16.11428451538086,16.11428451538086,1091158,15.533518732799816,14.794630654453469,64.1790975996429,1.2351075996074456,1.2259515783994979,1.0367346491132463,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,JSWSTEEL
16.342857360839844,17.371427536010742,16.22857093811035,17.371427536010742,513633,15.649138536805536,14.93537853685223,59.016395460947585,1.200633762284248,1.2208880151764478,1.0448978969029017,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,JSWSTEEL
16.11428451538086,16.571428298950195,15.885713577270508,16.571428298950195,494274,15.715587962316297,15.04255180762756,63.15788780223004,1.141708178278929,1.205052047796944,1.0040815898350306,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,JSWSTEEL
16.11428451538086,16.457141876220703,16.0,16.457141876220703,397431,15.772544612754093,15.139982053786952,61.818177680339254,1.0825304907730064,1.1805477363921564,0.9959182739257812,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,JSWSTEEL
16.0,16.342857360839844,15.885713577270508,16.22857093811035,771932,15.80503823950351,15.218165503442684,56.86274798546198,1.0147129624029638,1.1473807815943178,0.971428530556815,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,JSWSTEEL
16.22857093811035,16.571428298950195,16.0,16.0,876131,15.86554291073306,15.310020542957925,55.102047419757234,0.9682494698551452,1.1115545192464833,0.9469387871878487,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,JSWSTEEL
16.457141876220703,16.685714721679688,16.11428451538086,16.22857093811035,978983,15.950057048659868,15.414304300527268,53.19149200600104,0.9390458457440918,1.077052784546005,0.9061225482395717,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,JSWSTEEL
16.799999237060547,17.714284896850586,16.342857360839844,16.571428298950195,2939241,16.071477361288537,15.54027656748484,60.869570738427285,0.9328145810432336,1.0482051438454507,0.9224489756992885,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,JSWSTEEL
18.97142791748047,19.200000762939453,16.799999237060547,16.799999237060547,4740127,16.4857560121731,15.852199417484442,70.96774280381399,1.0905215523675906,1.0566684255498788,1.0530612809317452,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,JSWSTEEL
